Labels,15 wt% in mCP,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,19990.234000,
Step,9.7656250,
Fixed/Offset, ,
XAxis,Time(ns),
YAxis,Counts,

8212.890600,3.00000000E+1,
8222.656300,4.00000000E+1,
8232.421900,3.00000000E+1,
8242.187500,3.60000000E+1,
8251.953100,3.60000000E+1,
8261.718800,4.20000000E+1,
8271.484400,4.00000000E+1,
8281.25000,3.00000000E+1,
8291.015600,4.50000000E+1,
8300.781300,2.40000000E+1,
8310.546900,3.30000000E+1,
8320.312500,3.60000000E+1,
8330.078100,3.00000000E+1,
8339.843800,3.90000000E+1,
8349.609400,3.30000000E+1,
8359.375000,3.30000000E+1,
8369.140600,3.70000000E+1,
8378.906300,3.30000000E+1,
8388.671900,2.80000000E+1,
8398.437500,2.40000000E+1,
8408.203100,4.40000000E+1,
8417.968800,2.50000000E+1,
8427.734400,2.80000000E+1,
8437.5000,3.10000000E+1,
8447.265600,2.40000000E+1,
8457.031300,3.20000000E+1,
8466.796900,2.90000000E+1,
8476.562500,3.60000000E+1,
8486.328100,3.60000000E+1,
8496.093800,3.10000000E+1,
8505.859400,2.80000000E+1,
8515.625000,2.10000000E+1,
8525.390600,3.80000000E+1,
8535.156300,3.70000000E+1,
8544.921900,2.90000000E+1,
8554.687500,3.20000000E+1,
8564.453100,2.60000000E+1,
8574.218800,3.40000000E+1,
8583.984400,4.00000000E+1,
8593.75000,2.70000000E+1,
8603.515600,3.40000000E+1,
8613.281300,3.00000000E+1,
8623.046900,2.70000000E+1,
8632.812500,2.70000000E+1,
8642.578100,2.60000000E+1,
8652.343800,2.60000000E+1,
8662.109400,3.20000000E+1,
8671.875000,3.10000000E+1,
8681.640600,2.90000000E+1,
8691.406300,2.70000000E+1,
8701.171900,3.40000000E+1,
8710.937500,3.20000000E+1,
8720.703100,2.70000000E+1,
8730.468800,2.20000000E+1,
8740.234400,1.60000000E+1,
8750.00,2.60000000E+1,
8759.765600,2.90000000E+1,
8769.531300,3.10000000E+1,
8779.296900,3.50000000E+1,
8789.062500,3.00000000E+1,
8798.828100,2.30000000E+1,
8808.593800,2.70000000E+1,
8818.359400,3.00000000E+1,
8828.125000,2.70000000E+1,
8837.890600,2.30000000E+1,
8847.656300,3.20000000E+1,
8857.421900,2.40000000E+1,
8867.187500,2.60000000E+1,
8876.953100,2.50000000E+1,
8886.718800,2.50000000E+1,
8896.484400,3.10000000E+1,
8906.25000,2.40000000E+1,
8916.015600,2.70000000E+1,
8925.781300,2.50000000E+1,
8935.546900,3.10000000E+1,
8945.312500,2.60000000E+1,
8955.078100,2.40000000E+1,
8964.843800,2.90000000E+1,
8974.609400,4.00000000E+1,
8984.375000,3.20000000E+1,
8994.140600,3.30000000E+1,
9003.906300,2.70000000E+1,
9013.671900,3.40000000E+1,
9023.437500,3.60000000E+1,
9033.203100,2.40000000E+1,
9042.968800,2.90000000E+1,
9052.734400,2.40000000E+1,
9062.5000,3.00000000E+1,
9072.265600,3.50000000E+1,
9082.031300,2.20000000E+1,
9091.796900,3.30000000E+1,
9101.562500,2.90000000E+1,
9111.328100,2.80000000E+1,
9121.093800,2.40000000E+1,
9130.859400,3.20000000E+1,
9140.625000,3.00000000E+1,
9150.390600,2.50000000E+1,
9160.156300,2.00000000E+1,
9169.921900,2.60000000E+1,
9179.687500,2.30000000E+1,
9189.453100,2.10000000E+1,
9199.218800,2.70000000E+1,
9208.984400,3.20000000E+1,
9218.75000,3.40000000E+1,
9228.515600,1.30000000E+1,
9238.281300,2.60000000E+1,
9248.046900,2.50000000E+1,
9257.812500,2.80000000E+1,
9267.578100,2.30000000E+1,
9277.343800,3.30000000E+1,
9287.109400,2.90000000E+1,
9296.875000,2.20000000E+1,
9306.640600,2.80000000E+1,
9316.406300,1.80000000E+1,
9326.171900,2.30000000E+1,
9335.937500,2.20000000E+1,
9345.703100,2.40000000E+1,
9355.468800,1.80000000E+1,
9365.234400,2.00000000E+1,
9375.000,2.60000000E+1,
9384.765600,2.00000000E+1,
9394.531300,3.80000000E+1,
9404.296900,2.70000000E+1,
9414.062500,2.60000000E+1,
9423.828100,3.20000000E+1,
9433.593800,2.00000000E+1,
9443.359400,2.10000000E+1,
9453.125000,3.10000000E+1,
9462.890600,1.30000000E+1,
9472.656300,3.30000000E+1,
9482.421900,2.10000000E+1,
9492.187500,2.10000000E+1,
9501.953100,2.70000000E+1,
9511.718800,3.00000000E+1,
9521.484400,2.40000000E+1,
9531.25000,2.30000000E+1,
9541.015600,2.20000000E+1,
9550.781300,2.80000000E+1,
9560.546900,2.90000000E+1,
9570.312500,2.50000000E+1,
9580.078100,3.00000000E+1,
9589.843800,2.00000000E+1,
9599.609400,1.40000000E+1,
9609.375000,2.60000000E+1,
9619.140600,3.00000000E+1,
9628.906300,1.80000000E+1,
9638.671900,3.10000000E+1,
9648.437500,2.30000000E+1,
9658.203100,1.70000000E+1,
9667.968800,2.50000000E+1,
9677.734400,2.90000000E+1,
9687.5000,1.80000000E+1,
9697.265600,2.20000000E+1,
9707.031300,2.20000000E+1,
9716.796900,1.30000000E+1,
9726.562500,2.70000000E+1,
9736.328100,1.80000000E+1,
9746.093800,2.70000000E+1,
9755.859400,3.10000000E+1,
9765.625000,1.80000000E+1,
9775.390600,2.40000000E+1,
9785.156300,1.30000000E+1,
9794.921900,2.00000000E+1,
9804.687500,2.10000000E+1,
9814.453100,2.10000000E+1,
9824.218800,1.80000000E+1,
9833.984400,2.20000000E+1,
9843.75000,2.20000000E+1,
9853.515600,2.50000000E+1,
9863.281300,1.90000000E+1,
9873.046900,2.70000000E+1,
9882.812500,1.80000000E+1,
9892.578100,2.70000000E+1,
9902.343800,2.20000000E+1,
9912.109400,3.20000000E+1,
9921.875000,2.30000000E+1,
9931.640600,2.00000000E+1,
9941.406300,3.20000000E+1,
9951.171900,2.80000000E+1,
9960.937500,1.90000000E+1,
9970.703100,2.10000000E+1,
9980.468800,3.00000000E+1,
9990.234400,2.10000000E+1,
1E04,2.00000000E+1,
10009.766000,2.30000000E+1,
10019.531000,2.20000000E+1,
10029.30000,2.00000000E+1,
10039.063000,2.50000000E+1,
10048.828000,2.10000000E+1,
10058.594000,2.80000000E+1,
10068.359000,2.50000000E+1,
10078.125000,2.30000000E+1,
10087.891000,2.30000000E+1,
10097.656000,2.20000000E+1,
10107.422000,3.00000000E+1,
10117.188000,2.20000000E+1,
10126.953000,2.10000000E+1,
10136.719000,2.10000000E+1,
10146.484000,2.30000000E+1,
10156.250000,2.50000000E+1,
10166.016000,2.90000000E+1,
10175.781000,1.40000000E+1,
10185.547000,2.60000000E+1,
10195.313000,2.60000000E+1,
10205.078000,1.20000000E+1,
10214.844000,2.10000000E+1,
10224.609000,1.70000000E+1,
10234.375000,2.80000000E+1,
10244.141000,1.80000000E+1,
10253.906000,3.30000000E+1,
10263.672000,2.30000000E+1,
10273.438000,2.00000000E+1,
10283.20000,1.50000000E+1,
10292.969000,2.00000000E+1,
10302.734000,3.10000000E+1,
10312.50000,2.40000000E+1,
10322.266000,1.60000000E+1,
10332.031000,2.30000000E+1,
10341.80000,2.70000000E+1,
10351.563000,2.30000000E+1,
10361.328000,2.20000000E+1,
10371.094000,2.00000000E+1,
10380.859000,1.80000000E+1,
10390.625000,2.30000000E+1,
10400.391000,1.20000000E+1,
10410.156000,1.90000000E+1,
10419.922000,1.50000000E+1,
10429.688000,2.60000000E+1,
10439.453000,2.10000000E+1,
10449.219000,2.70000000E+1,
10458.984000,2.70000000E+1,
10468.750000,2.10000000E+1,
10478.516000,2.10000000E+1,
10488.281000,2.40000000E+1,
10498.047000,3.10000000E+1,
10507.813000,2.70000000E+1,
10517.578000,2.60000000E+1,
10527.344000,2.40000000E+1,
10537.109000,2.60000000E+1,
10546.875000,2.10000000E+1,
10556.641000,2.30000000E+1,
10566.406000,1.70000000E+1,
10576.172000,2.40000000E+1,
10585.938000,2.10000000E+1,
10595.70000,2.10000000E+1,
10605.469000,1.80000000E+1,
10615.234000,1.80000000E+1,
10625.0000,2.00000000E+1,
10634.766000,1.50000000E+1,
10644.531000,2.80000000E+1,
10654.30000,1.60000000E+1,
10664.063000,1.90000000E+1,
10673.828000,1.80000000E+1,
10683.594000,2.30000000E+1,
10693.359000,2.40000000E+1,
10703.125000,1.90000000E+1,
10712.891000,1.80000000E+1,
10722.656000,1.90000000E+1,
10732.422000,2.10000000E+1,
10742.188000,1.00000000E+1,
10751.953000,1.50000000E+1,
10761.719000,1.50000000E+1,
10771.484000,1.90000000E+1,
10781.250000,2.20000000E+1,
10791.016000,2.40000000E+1,
10800.781000,2.10000000E+1,
10810.547000,1.60000000E+1,
10820.313000,2.20000000E+1,
10830.078000,2.30000000E+1,
10839.844000,2.40000000E+1,
10849.609000,2.40000000E+1,
10859.375000,2.60000000E+1,
10869.141000,2.00000000E+1,
10878.906000,1.80000000E+1,
10888.672000,1.80000000E+1,
10898.438000,1.60000000E+1,
10908.20000,1.80000000E+1,
10917.969000,1.70000000E+1,
10927.734000,2.10000000E+1,
10937.50000,1.90000000E+1,
10947.266000,2.00000000E+1,
10957.031000,2.10000000E+1,
10966.80000,1.80000000E+1,
10976.563000,1.60000000E+1,
10986.328000,1.90000000E+1,
10996.094000,1.50000000E+1,
11005.859000,1.50000000E+1,
11015.625000,1.50000000E+1,
11025.391000,1.80000000E+1,
11035.156000,1.90000000E+1,
11044.922000,1.70000000E+1,
11054.688000,1.20000000E+1,
11064.453000,1.70000000E+1,
11074.219000,1.50000000E+1,
11083.984000,1.50000000E+1,
11093.750000,2.00000000E+1,
11103.516000,2.30000000E+1,
11113.281000,2.00000000E+1,
11123.047000,1.50000000E+1,
11132.813000,2.30000000E+1,
11142.578000,1.40000000E+1,
11152.344000,2.30000000E+1,
11162.109000,2.40000000E+1,
11171.875000,1.80000000E+1,
11181.641000,2.50000000E+1,
11191.406000,1.70000000E+1,
11201.172000,1.70000000E+1,
11210.938000,2.30000000E+1,
11220.70000,1.50000000E+1,
11230.469000,1.60000000E+1,
11240.234000,1.40000000E+1,
11250.000,1.40000000E+1,
11259.766000,1.60000000E+1,
11269.531000,2.70000000E+1,
11279.30000,1.10000000E+1,
11289.063000,2.50000000E+1,
11298.828000,1.80000000E+1,
11308.594000,1.80000000E+1,
11318.359000,9.00000000E+0,
11328.125000,1.80000000E+1,
11337.891000,2.00000000E+1,
11347.656000,1.20000000E+1,
11357.422000,1.70000000E+1,
11367.188000,1.60000000E+1,
11376.953000,1.60000000E+1,
11386.719000,2.00000000E+1,
11396.484000,1.40000000E+1,
11406.250000,1.60000000E+1,
11416.016000,2.00000000E+1,
11425.781000,1.60000000E+1,
11435.547000,1.90000000E+1,
11445.313000,2.50000000E+1,
11455.078000,2.00000000E+1,
11464.844000,1.50000000E+1,
11474.609000,1.50000000E+1,
11484.375000,2.10000000E+1,
11494.141000,1.40000000E+1,
11503.906000,1.50000000E+1,
11513.672000,1.60000000E+1,
11523.438000,1.30000000E+1,
11533.20000,1.10000000E+1,
11542.969000,1.50000000E+1,
11552.734000,1.70000000E+1,
11562.50000,1.60000000E+1,
11572.266000,1.20000000E+1,
11582.031000,2.10000000E+1,
11591.80000,2.20000000E+1,
11601.563000,1.40000000E+1,
11611.328000,2.30000000E+1,
11621.094000,1.90000000E+1,
11630.859000,1.20000000E+1,
11640.625000,2.00000000E+1,
11650.391000,1.10000000E+1,
11660.156000,1.90000000E+1,
11669.922000,2.30000000E+1,
11679.688000,2.00000000E+1,
11689.453000,1.40000000E+1,
11699.219000,2.00000000E+1,
11708.984000,1.70000000E+1,
11718.750000,1.30000000E+1,
11728.516000,1.00000000E+1,
11738.281000,1.60000000E+1,
11748.047000,1.30000000E+1,
11757.813000,2.20000000E+1,
11767.578000,2.00000000E+1,
11777.344000,1.30000000E+1,
11787.109000,1.60000000E+1,
11796.875000,1.10000000E+1,
11806.641000,1.70000000E+1,
11816.406000,1.80000000E+1,
11826.172000,1.30000000E+1,
11835.938000,1.40000000E+1,
11845.70000,1.10000000E+1,
11855.469000,1.50000000E+1,
11865.234000,1.40000000E+1,
11875.0000,1.60000000E+1,
11884.766000,1.20000000E+1,
11894.531000,1.60000000E+1,
11904.30000,1.60000000E+1,
11914.063000,1.90000000E+1,
11923.828000,1.20000000E+1,
11933.594000,2.80000000E+1,
11943.359000,1.70000000E+1,
11953.125000,1.80000000E+1,
11962.891000,1.80000000E+1,
11972.656000,9.00000000E+0,
11982.422000,2.20000000E+1,
11992.188000,2.50000000E+1,
12001.953000,2.00000000E+1,
12011.719000,1.60000000E+1,
12021.484000,1.10000000E+1,
12031.250000,1.20000000E+1,
12041.016000,1.20000000E+1,
12050.781000,1.30000000E+1,
12060.547000,2.00000000E+1,
12070.313000,2.40000000E+1,
12080.078000,1.20000000E+1,
12089.844000,1.70000000E+1,
12099.609000,2.30000000E+1,
12109.375000,1.40000000E+1,
12119.141000,1.00000000E+1,
12128.906000,1.10000000E+1,
12138.672000,1.70000000E+1,
12148.438000,1.40000000E+1,
12158.20000,1.70000000E+1,
12167.969000,1.30000000E+1,
12177.734000,1.50000000E+1,
12187.50000,1.60000000E+1,
12197.266000,1.70000000E+1,
12207.031000,1.70000000E+1,
12216.80000,1.40000000E+1,
12226.563000,1.10000000E+1,
12236.328000,1.70000000E+1,
12246.094000,1.10000000E+1,
12255.859000,1.70000000E+1,
12265.625000,2.10000000E+1,
12275.391000,1.90000000E+1,
12285.156000,1.30000000E+1,
12294.922000,1.40000000E+1,
12304.688000,1.00000000E+1,
12314.453000,1.90000000E+1,
12324.219000,1.90000000E+1,
12333.984000,1.70000000E+1,
12343.750000,1.80000000E+1,
12353.516000,1.70000000E+1,
12363.281000,1.20000000E+1,
12373.047000,1.80000000E+1,
12382.813000,1.70000000E+1,
12392.578000,1.70000000E+1,
12402.344000,1.50000000E+1,
12412.109000,1.40000000E+1,
12421.875000,1.40000000E+1,
12431.641000,1.10000000E+1,
12441.406000,1.40000000E+1,
12451.172000,1.00000000E+1,
12460.938000,1.30000000E+1,
12470.70000,1.80000000E+1,
12480.469000,1.70000000E+1,
12490.234000,1.00000000E+1,
1.25E04,1.10000000E+1,
12509.766000,8.00000000E+0,
12519.531000,1.90000000E+1,
12529.30000,6.00000000E+0,
12539.063000,1.10000000E+1,
12548.828000,1.40000000E+1,
12558.594000,2.00000000E+1,
12568.359000,1.90000000E+1,
12578.125000,1.40000000E+1,
12587.891000,1.70000000E+1,
12597.656000,1.70000000E+1,
12607.422000,1.20000000E+1,
12617.188000,1.80000000E+1,
12626.953000,1.90000000E+1,
12636.719000,1.10000000E+1,
12646.484000,1.30000000E+1,
12656.250000,1.10000000E+1,
12666.016000,1.20000000E+1,
12675.781000,1.20000000E+1,
12685.547000,1.40000000E+1,
12695.313000,1.50000000E+1,
12705.078000,1.20000000E+1,
12714.844000,1.50000000E+1,
12724.609000,1.40000000E+1,
12734.375000,1.50000000E+1,
12744.141000,1.40000000E+1,
12753.906000,1.10000000E+1,
12763.672000,1.50000000E+1,
12773.438000,1.40000000E+1,
12783.20000,1.00000000E+1,
12792.969000,1.20000000E+1,
12802.734000,9.00000000E+0,
12812.50000,1.30000000E+1,
12822.266000,1.50000000E+1,
12832.031000,1.20000000E+1,
12841.80000,1.30000000E+1,
12851.563000,1.30000000E+1,
12861.328000,1.40000000E+1,
12871.094000,1.60000000E+1,
12880.859000,1.40000000E+1,
12890.625000,1.30000000E+1,
12900.391000,1.30000000E+1,
12910.156000,1.10000000E+1,
12919.922000,1.20000000E+1,
12929.688000,1.20000000E+1,
12939.453000,1.70000000E+1,
12949.219000,1.40000000E+1,
12958.984000,1.30000000E+1,
12968.750000,6.00000000E+0,
12978.516000,1.40000000E+1,
12988.281000,1.50000000E+1,
12998.047000,1.00000000E+1,
13007.813000,1.40000000E+1,
13017.578000,7.00000000E+0,
13027.344000,1.10000000E+1,
13037.109000,1.60000000E+1,
13046.875000,1.00000000E+1,
13056.641000,8.00000000E+0,
13066.406000,1.70000000E+1,
13076.172000,1.50000000E+1,
13085.938000,1.00000000E+1,
13095.70000,1.40000000E+1,
13105.469000,1.30000000E+1,
13115.234000,1.20000000E+1,
13125.0000,1.40000000E+1,
13134.766000,1.10000000E+1,
13144.531000,1.20000000E+1,
13154.30000,1.90000000E+1,
13164.063000,1.90000000E+1,
13173.828000,8.00000000E+0,
13183.594000,1.90000000E+1,
13193.359000,2.00000000E+1,
13203.125000,5.00000000E+0,
13212.891000,1.60000000E+1,
13222.656000,1.20000000E+1,
13232.422000,1.00000000E+1,
13242.188000,1.00000000E+1,
13251.953000,1.00000000E+1,
13261.719000,1.30000000E+1,
13271.484000,1.50000000E+1,
13281.250000,1.30000000E+1,
13291.016000,2.00000000E+1,
13300.781000,1.40000000E+1,
13310.547000,1.20000000E+1,
13320.313000,8.00000000E+0,
13330.078000,1.20000000E+1,
13339.844000,5.00000000E+0,
13349.609000,8.00000000E+0,
13359.375000,1.20000000E+1,
13369.141000,1.20000000E+1,
13378.906000,2.20000000E+1,
13388.672000,1.40000000E+1,
13398.438000,9.00000000E+0,
13408.20000,1.20000000E+1,
13417.969000,7.00000000E+0,
13427.734000,1.50000000E+1,
13437.50000,1.00000000E+1,
13447.266000,1.10000000E+1,
13457.031000,1.40000000E+1,
13466.80000,1.30000000E+1,
13476.563000,1.20000000E+1,
13486.328000,1.50000000E+1,
13496.094000,1.20000000E+1,
13505.859000,1.40000000E+1,
13515.625000,1.40000000E+1,
13525.391000,1.70000000E+1,
13535.156000,1.10000000E+1,
13544.922000,1.20000000E+1,
13554.688000,1.20000000E+1,
13564.453000,1.30000000E+1,
13574.219000,6.00000000E+0,
13583.984000,1.30000000E+1,
13593.750000,8.00000000E+0,
13603.516000,1.40000000E+1,
13613.281000,1.20000000E+1,
13623.047000,1.40000000E+1,
13632.813000,1.10000000E+1,
13642.578000,1.10000000E+1,
13652.344000,8.00000000E+0,
13662.109000,1.40000000E+1,
13671.875000,1.60000000E+1,
13681.641000,1.20000000E+1,
13691.406000,9.00000000E+0,
13701.172000,8.00000000E+0,
13710.938000,1.40000000E+1,
13720.70000,1.50000000E+1,
13730.469000,1.70000000E+1,
13740.234000,8.00000000E+0,
13750.000,1.00000000E+1,
13759.766000,1.20000000E+1,
13769.531000,1.50000000E+1,
13779.30000,8.00000000E+0,
13789.063000,1.10000000E+1,
13798.828000,1.20000000E+1,
13808.594000,1.20000000E+1,
13818.359000,1.20000000E+1,
13828.125000,1.90000000E+1,
13837.891000,1.20000000E+1,
13847.656000,1.00000000E+1,
13857.422000,8.00000000E+0,
13867.188000,1.10000000E+1,
13876.953000,1.30000000E+1,
13886.719000,1.30000000E+1,
13896.484000,9.00000000E+0,
13906.250000,1.80000000E+1,
13916.016000,1.50000000E+1,
13925.781000,1.00000000E+1,
13935.547000,1.30000000E+1,
13945.313000,1.00000000E+1,
13955.078000,1.10000000E+1,
13964.844000,1.60000000E+1,
13974.609000,7.00000000E+0,
13984.375000,2.30000000E+1,
13994.141000,1.30000000E+1,
14003.906000,2.00000000E+1,
14013.672000,8.00000000E+0,
14023.438000,1.20000000E+1,
14033.20000,1.30000000E+1,
14042.969000,1.50000000E+1,
14052.734000,1.60000000E+1,
14062.50000,1.10000000E+1,
14072.266000,1.30000000E+1,
14082.031000,1.20000000E+1,
14091.80000,1.50000000E+1,
14101.563000,1.80000000E+1,
14111.328000,1.30000000E+1,
14121.094000,7.00000000E+0,
14130.859000,5.00000000E+0,
14140.625000,1.00000000E+1,
14150.391000,1.20000000E+1,
14160.156000,7.00000000E+0,
14169.922000,1.20000000E+1,
14179.688000,9.00000000E+0,
14189.453000,7.00000000E+0,
14199.219000,1.70000000E+1,
14208.984000,1.50000000E+1,
14218.750000,1.00000000E+1,
14228.516000,1.00000000E+1,
14238.281000,9.00000000E+0,
14248.047000,8.00000000E+0,
14257.813000,1.30000000E+1,
14267.578000,1.30000000E+1,
14277.344000,1.60000000E+1,
14287.109000,1.40000000E+1,
14296.875000,8.00000000E+0,
14306.641000,1.40000000E+1,
14316.406000,1.00000000E+1,
14326.172000,1.70000000E+1,
14335.938000,1.40000000E+1,
14345.70000,1.20000000E+1,
14355.469000,1.10000000E+1,
14365.234000,9.00000000E+0,
14375.0000,1.10000000E+1,
14384.766000,8.00000000E+0,
14394.531000,1.00000000E+1,
14404.30000,9.00000000E+0,
14414.063000,1.00000000E+1,
14423.828000,9.00000000E+0,
14433.594000,1.00000000E+1,
14443.359000,9.00000000E+0,
14453.125000,1.40000000E+1,
14462.891000,1.40000000E+1,
14472.656000,1.50000000E+1,
14482.422000,1.20000000E+1,
14492.188000,1.00000000E+1,
14501.953000,1.00000000E+1,
14511.719000,8.00000000E+0,
14521.484000,6.00000000E+0,
14531.250000,1.10000000E+1,
14541.016000,1.90000000E+1,
14550.781000,1.10000000E+1,
14560.547000,1.00000000E+1,
14570.313000,9.00000000E+0,
14580.078000,1.30000000E+1,
14589.844000,1.60000000E+1,
14599.609000,8.00000000E+0,
14609.375000,1.70000000E+1,
14619.141000,1.10000000E+1,
14628.906000,1.10000000E+1,
14638.672000,1.10000000E+1,
14648.438000,1.30000000E+1,
14658.20000,7.00000000E+0,
14667.969000,1.40000000E+1,
14677.734000,1.40000000E+1,
14687.50000,1.00000000E+1,
14697.266000,8.00000000E+0,
14707.031000,8.00000000E+0,
14716.80000,6.00000000E+0,
14726.563000,1.10000000E+1,
14736.328000,1.00000000E+1,
14746.094000,8.00000000E+0,
14755.859000,1.10000000E+1,
14765.625000,1.10000000E+1,
14775.391000,1.70000000E+1,
14785.156000,1.00000000E+1,
14794.922000,1.50000000E+1,
14804.688000,1.00000000E+1,
14814.453000,1.20000000E+1,
14824.219000,8.00000000E+0,
14833.984000,6.00000000E+0,
14843.750000,9.00000000E+0,
14853.516000,9.00000000E+0,
14863.281000,7.00000000E+0,
14873.047000,1.00000000E+1,
14882.813000,1.10000000E+1,
14892.578000,1.00000000E+1,
14902.344000,1.20000000E+1,
14912.109000,8.00000000E+0,
14921.875000,9.00000000E+0,
14931.641000,1.40000000E+1,
14941.406000,1.00000000E+1,
14951.172000,8.00000000E+0,
14960.938000,1.10000000E+1,
14970.70000,1.20000000E+1,
14980.469000,1.10000000E+1,
14990.234000,1.10000000E+1,
1.5E04,8.00000000E+0,
15009.766000,5.00000000E+0,
15019.531000,1.20000000E+1,
15029.30000,1.50000000E+1,
15039.063000,1.10000000E+1,
15048.828000,7.00000000E+0,
15058.594000,9.00000000E+0,
15068.359000,1.20000000E+1,
15078.125000,1.20000000E+1,
15087.891000,1.40000000E+1,
15097.656000,1.00000000E+1,
15107.422000,1.40000000E+1,
15117.188000,6.00000000E+0,
15126.953000,6.00000000E+0,
15136.719000,9.00000000E+0,
15146.484000,1.60000000E+1,
15156.250000,1.30000000E+1,
15166.016000,1.20000000E+1,
15175.781000,9.00000000E+0,
15185.547000,5.00000000E+0,
15195.313000,8.00000000E+0,
15205.078000,1.10000000E+1,
15214.844000,1.30000000E+1,
15224.609000,1.50000000E+1,
15234.375000,1.00000000E+1,
15244.141000,1.30000000E+1,
15253.906000,4.00000000E+0,
15263.672000,8.00000000E+0,
15273.438000,5.00000000E+0,
15283.20000,1.00000000E+1,
15292.969000,1.80000000E+1,
15302.734000,1.00000000E+1,
15312.50000,8.00000000E+0,
15322.266000,8.00000000E+0,
15332.031000,1.10000000E+1,
15341.80000,6.00000000E+0,
15351.563000,6.00000000E+0,
15361.328000,8.00000000E+0,
15371.094000,9.00000000E+0,
15380.859000,8.00000000E+0,
15390.625000,8.00000000E+0,
15400.391000,1.60000000E+1,
15410.156000,1.00000000E+1,
15419.922000,8.00000000E+0,
15429.688000,1.50000000E+1,
15439.453000,8.00000000E+0,
15449.219000,1.00000000E+1,
15458.984000,1.00000000E+1,
15468.750000,1.00000000E+1,
15478.516000,1.30000000E+1,
15488.281000,8.00000000E+0,
15498.047000,7.00000000E+0,
15507.813000,1.70000000E+1,
15517.578000,7.00000000E+0,
15527.344000,9.00000000E+0,
15537.109000,1.40000000E+1,
15546.875000,1.30000000E+1,
15556.641000,9.00000000E+0,
15566.406000,1.40000000E+1,
15576.172000,1.10000000E+1,
15585.938000,1.40000000E+1,
15595.70000,9.00000000E+0,
15605.469000,9.00000000E+0,
15615.234000,1.30000000E+1,
15625.0000,1.50000000E+1,
15634.766000,7.00000000E+0,
15644.531000,1.40000000E+1,
15654.30000,1.10000000E+1,
15664.063000,9.00000000E+0,
15673.828000,1.20000000E+1,
15683.594000,7.00000000E+0,
15693.359000,1.00000000E+1,
15703.125000,9.00000000E+0,
15712.891000,7.00000000E+0,
15722.656000,4.00000000E+0,
15732.422000,1.00000000E+1,
15742.188000,9.00000000E+0,
15751.953000,7.00000000E+0,
15761.719000,6.00000000E+0,
15771.484000,9.00000000E+0,
15781.250000,1.30000000E+1,
15791.016000,6.00000000E+0,
15800.781000,8.00000000E+0,
15810.547000,7.00000000E+0,
15820.313000,7.00000000E+0,
15830.078000,9.00000000E+0,
15839.844000,3.00000000E+0,
15849.609000,1.00000000E+1,
15859.375000,5.00000000E+0,
15869.141000,6.00000000E+0,
15878.906000,7.00000000E+0,
15888.672000,9.00000000E+0,
15898.438000,5.00000000E+0,
15908.20000,1.00000000E+1,
15917.969000,5.00000000E+0,
15927.734000,1.30000000E+1,
15937.50000,7.00000000E+0,
15947.266000,1.10000000E+1,
15957.031000,1.10000000E+1,
15966.80000,8.00000000E+0,
15976.563000,8.00000000E+0,
15986.328000,8.00000000E+0,
15996.094000,6.00000000E+0,
16005.859000,1.50000000E+1,
16015.625000,8.00000000E+0,
16025.391000,9.00000000E+0,
16035.156000,1.30000000E+1,
16044.922000,1.00000000E+1,
16054.688000,6.00000000E+0,
16064.453000,8.00000000E+0,
16074.219000,9.00000000E+0,
16083.984000,1.10000000E+1,
16093.750000,8.00000000E+0,
16103.516000,1.10000000E+1,
16113.281000,1.00000000E+1,
16123.047000,1.10000000E+1,
16132.813000,1.20000000E+1,
16142.578000,6.00000000E+0,
16152.344000,2.00000000E+0,
16162.109000,7.00000000E+0,
16171.875000,8.00000000E+0,
16181.641000,9.00000000E+0,
16191.406000,1.00000000E+1,
16201.172000,1.30000000E+1,
16210.938000,7.00000000E+0,
16220.70000,7.00000000E+0,
16230.469000,9.00000000E+0,
16240.234000,6.00000000E+0,
16250.000,6.00000000E+0,
16259.766000,8.00000000E+0,
16269.531000,1.10000000E+1,
16279.30000,3.00000000E+0,
16289.063000,8.00000000E+0,
16298.828000,1.10000000E+1,
16308.594000,1.00000000E+1,
16318.359000,8.00000000E+0,
16328.125000,6.00000000E+0,
16337.891000,7.00000000E+0,
16347.656000,6.00000000E+0,
16357.422000,1.20000000E+1,
16367.188000,7.00000000E+0,
16376.953000,9.00000000E+0,
16386.719000,5.00000000E+0,
16396.484000,9.00000000E+0,
16406.250000,9.00000000E+0,
16416.016000,8.00000000E+0,
16425.781000,1.00000000E+1,
16435.547000,8.00000000E+0,
16445.313000,1.00000000E+1,
16455.078000,7.00000000E+0,
16464.844000,6.00000000E+0,
16474.609000,1.00000000E+1,
16484.375000,1.00000000E+1,
16494.141000,8.00000000E+0,
16503.906000,7.00000000E+0,
16513.672000,8.00000000E+0,
16523.438000,1.00000000E+1,
16533.20000,2.00000000E+0,
16542.969000,1.00000000E+1,
16552.734000,1.20000000E+1,
16562.50000,8.00000000E+0,
16572.266000,1.00000000E+1,
16582.031000,1.00000000E+1,
16591.80000,8.00000000E+0,
16601.563000,8.00000000E+0,
16611.328000,6.00000000E+0,
16621.094000,1.00000000E+1,
16630.859000,6.00000000E+0,
16640.625000,9.00000000E+0,
16650.391000,5.00000000E+0,
16660.156000,7.00000000E+0,
16669.922000,1.00000000E+1,
16679.688000,1.10000000E+1,
16689.453000,5.00000000E+0,
